D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_53_507.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_53_507.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_53_507.jpg, 0, 0.8493675, 0, 1.455915
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_53_607.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_53_607.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_53_607.jpg, 0, 1, 0, 2.609492
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_53_709.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_53_709.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_53_709.jpg, 0, 1, 0, 3.780293
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_53_810.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_53_810.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_53_810.jpg, 0, 1, 0, 4.94749
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_53_913.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_53_913.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_53_913.jpg, 0, 1, 0, 6.102175
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_015.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_015.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_015.jpg, 0, 1, 0, 7.473048
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_116.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_116.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_116.jpg, 0, 1, 0, 8.603249
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_219.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_219.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_219.jpg, 0, 1, 0, 9.722433
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_319.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_319.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_319.jpg, 0, 1, 0, 10.83063
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_422.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_422.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_422.jpg, 0, 1, 0, 12.05721
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_523.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_523.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_523.jpg, 0, 1, 0, 13.04196
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_624.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_624.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_624.jpg, 0, 1, 0, 14.21894
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_725.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_725.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_725.jpg, 0, 1, 0, 14.96521
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_826.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_826.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_826.jpg, 0, 1, 0, 16.31805
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_54_929.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_54_929.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_54_929.jpg, 0, 1, 0, 17.1417
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_030.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_030.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_030.jpg, 0, 1, 0, 18.3756
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_133.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_133.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_133.jpg, 0, 1, 0, 19.24578
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_236.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_236.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_236.jpg, 0, 1, 0, 20.48398
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_336.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_336.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_336.jpg, 0, 1, 0, 21.5638
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_438.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_438.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_438.jpg, 0, 1, 0, 22.50956
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_539.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_539.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_539.jpg, 0, 1, 0, 23.51015
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_642.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_642.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_642.jpg, 0, 1, 0, 24.47369
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_744.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_744.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_744.jpg, 0, 1, 0, 25.43539
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_846.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_846.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_846.jpg, 0, 1, 0, 26.3858
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_55_947.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_55_947.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_55_947.jpg, 0, 1, 0, 27.32687
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_048.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_048.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_048.jpg, 0, 1, 0, 28.25846
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_151.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_151.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_151.jpg, 0, 1, 0, 29.18069
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_253.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_253.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_253.jpg, 0, 1, 0, 30.09364
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_353.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_353.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_353.jpg, 0, 1, 0, 30.18988
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_455.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_455.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_455.jpg, 0, 1, 0, 30.18988
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_555.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_555.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_555.jpg, 0, 1, 0, 30.18989
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_657.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_657.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_657.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_758.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_758.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_758.jpg, 0, 1, 0, 30.1899
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_861.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_861.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_861.jpg, 0, 1, 0, 30.18992
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_56_961.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_56_961.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_56_961.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_062.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_062.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_062.jpg, 0, 1, 0, 30.18992
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_162.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_162.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_162.jpg, 0, 1, 0, 30.18992
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_265.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_265.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_265.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_365.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_365.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_365.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_465.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_465.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_465.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_566.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_566.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_566.jpg, 0, 1, 0, 30.18989
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_666.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_666.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_666.jpg, 0, 1, 0, 30.1899
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_768.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_768.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_768.jpg, 0, 1, 0, 30.18993
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_869.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_869.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_869.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_57_970.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_57_970.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_57_970.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_070.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_070.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_070.jpg, 0, 1, 0, 30.18994
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_172.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_172.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_172.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_274.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_274.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_274.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_376.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_376.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_376.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_477.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_477.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_477.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_577.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_577.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_577.jpg, 0, 1, 0, 30.18991
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_679.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_679.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_679.jpg, -0.1512693, 1, 0, 30.18379
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_782.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_782.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_782.jpg, -0.0223686, 1, 0, 30.19002
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_883.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_883.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_883.jpg, 0, 1, 0, 30.18976
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_58_985.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_58_985.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_58_985.jpg, 0, 1, 0, 30.18994
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_087.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_087.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_087.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_191.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_191.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_191.jpg, 0, 1, 0, 30.18999
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_291.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_291.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_291.jpg, 0, 1, 0, 30.18996
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_394.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_394.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_394.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_495.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_495.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_495.jpg, 0, 1, 0, 30.19
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_596.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_596.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_596.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_696.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_696.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_696.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_798.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_798.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_798.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_34_59_901.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_34_59_901.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_34_59_901.jpg, 0, 1, 0, 30.18996
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_002.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_002.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_002.jpg, 0, 1, 0, 30.18998
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_102.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_102.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_102.jpg, 0, 1, 0, 30.18998
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_205.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_205.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_205.jpg, 0, 1, 0, 30.18999
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_306.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_306.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_306.jpg, 0, 1, 0, 30.18996
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_409.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_409.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_409.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_510.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_510.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_510.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_612.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_612.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_612.jpg, 0, 1, 0, 30.18999
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_715.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_715.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_715.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_819.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_819.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_819.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_00_922.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_00_922.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_00_922.jpg, 0, 1, 0, 30.18996
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_023.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_023.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_023.jpg, 0, 1, 0, 30.18996
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_125.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_125.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_125.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_228.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_228.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_228.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_329.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_329.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_329.jpg, 0, 1, 0, 30.18998
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_431.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_431.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_431.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_530.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_530.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_530.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_631.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_631.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_631.jpg, 0, 1, 0, 30.18995
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_734.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_734.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_734.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_834.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_834.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_834.jpg, 0, 1, 0, 30.18997
D:\Sandbox\self_driving_car\Data\IMG\center_2020_09_26_14_35_01_936.jpg, D:\Sandbox\self_driving_car\Data\IMG\left_2020_09_26_14_35_01_936.jpg, D:\Sandbox\self_driving_car\Data\IMG\right_2020_09_26_14_35_01_936.jpg, -0.1280814, 1, 0, 30.06311
